,Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS,ILD,ILD2,RHOB,s_Facies
1369,3,C LM,LUKE G U,2836.5,55.62,0.605,-15.4,18.1,3.9,1,0.191,4.027170343254591,4.027170343254591,1878.3090121317157,f_siltstone
1370,3,C LM,LUKE G U,2837.0,68.54,0.465,-11.8,22.5,3.4,1,0.17600000000000002,2.917427014001167,2.917427014001167,1791.167620751342,f_siltstone
1371,3,C LM,LUKE G U,2837.5,77.15,0.418,-8.0,25.0,2.7,1,0.162,2.618183008218985,2.618183008218985,1754.1111111111113,f_siltstone
1372,3,C LM,LUKE G U,2838.0,81.46,0.423,-2.4,24.4,2.5,1,0.147,2.6485001386067006,2.6485001386067006,1824.0718749999999,f_siltstone
1373,3,C LM,LUKE G U,2838.5,80.74,0.436,1.8,24.7,2.4,1,0.132,2.728977782808041,2.728977782808041,1849.6592668024439,f_siltstone
1374,3,C LM,LUKE G U,2839.0,83.61,0.5670000000000001,12.2,29.4,2.4,1,0.11800000000000001,3.6897759857015036,3.6897759857015036,1746.28861047836,f_siltstone
1375,3,C LM,LUKE G U,2839.5,84.33,0.642,11.0,28.5,2.4,1,0.10300000000000001,4.385306977749857,4.385306977749857,1774.758426966292,f_siltstone
2365,3,A1 SH,NEWBY,2826.0,76.34,0.7190000000000001,7.8,11.0,3.7,1,1.0,5.236004365857504,5.236004365857504,2384.9906724511934,f_siltstone
2366,3,A1 SH,NEWBY,2826.5,83.74,0.688,9.7,12.55,3.4,1,0.977,4.875284901033862,4.875284901033862,2351.412126245847,f_siltstone
2367,3,A1 SH,NEWBY,2827.0,83.19,0.664,10.1,11.95,3.4,1,0.953,4.613175745603794,4.613175745603794,2377.9959399332593,f_siltstone
2368,3,A1 SH,NEWBY,2827.5,80.44,0.648,10.1,11.15,3.4,1,0.93,4.446312674691087,4.446312674691087,2407.361902113459,f_siltstone
2369,3,A1 SH,NEWBY,2828.0,75.42,0.648,9.3,11.45,3.3,1,0.907,4.446312674691087,4.446312674691087,2386.856835722161,f_siltstone
2370,3,A1 SH,NEWBY,2828.5,71.5,0.6629999999999999,9.2,11.6,3.3,1,0.884,4.60256573581356,4.60256573581356,2380.2140969162992,f_siltstone
2371,3,A1 SH,NEWBY,2829.0,69.63,0.685,8.7,11.35,3.3,1,0.86,4.841723675840994,4.841723675840994,2383.3090361445784,f_siltstone
2372,3,A1 SH,NEWBY,2829.5,70.01,0.705,8.6,11.1,3.4,1,0.8370000000000001,5.069907082747043,5.069907082747043,2391.134135667396,f_siltstone
2373,3,A1 SH,NEWBY,2830.0,67.56,0.7170000000000001,8.6,10.8,3.4,1,0.8140000000000001,5.211947111050805,5.211947111050805,2401.965645514223,f_siltstone
2374,3,A1 SH,NEWBY,2830.5,67.33,0.7190000000000001,7.3,10.75,3.4,1,0.7909999999999999,5.236004365857504,5.236004365857504,2387.7639158576053,f_siltstone
2375,3,A1 SH,NEWBY,2831.0,64.77,0.718,6.3,10.45,3.3,1,0.767,5.223961889991197,5.223961889991197,2385.9137139807895,f_siltstone
2376,3,A1 SH,NEWBY,2831.5,64.8,0.715,5.7,10.05,3.4,1,0.7440000000000001,5.188000389289611,5.188000389289611,2392.3532873807003,f_siltstone
2394,3,A1 SH,NEWBY,2840.5,72.53,0.555,6.3,13.45,3.2,1,0.326,3.5892193464500526,3.5892193464500526,2280.257363927428,f_siltstone
2395,3,A1 SH,NEWBY,2841.0,67.99,0.542,6.1,14.35,3.1,1,0.302,3.483373150360118,3.483373150360118,2246.3369009584662,f_siltstone
2407,3,A1 SH,NEWBY,2847.0,45.72,0.46399999999999997,5.2,8.8,3.9,1,0.023,2.910717118066605,2.910717118066605,2429.4708860759492,f_siltstone
2408,6,A1 LM,NEWBY,2847.5,35.92,0.441,4.5,7.95,4.0,2,1.0,2.760577856220346,2.760577856220346,2449.5379581151833,wackestone
2409,6,A1 LM,NEWBY,2848.0,26.62,0.42200000000000004,3.6,10.7,4.3,2,0.988,2.6424087573219466,2.6424087573219466,2343.1136929460577,wackestone
2430,6,A1 LM,NEWBY,2858.5,100.83,0.898,1.7,7.65,3.8,2,0.732,7.906786279998252,7.906786279998252,2421.234130213632,wackestone
2461,6,A1 LM,NEWBY,2874.0,56.79,0.687,3.5,10.95,3.4,2,0.354,4.864072056914616,4.864072056914616,2333.294041450777,wackestone
2462,6,A1 LM,NEWBY,2874.5,58.0,0.703,1.8,10.5,3.3,2,0.341,5.046612975635283,5.046612975635283,2326.8486761710797,wackestone
2463,6,A1 LM,NEWBY,2875.0,60.75,0.71,0.8,10.6,3.3,2,0.32899999999999996,5.1286138399136485,5.1286138399136485,2310.579032258064,wackestone
2480,6,A1 LM,NEWBY,2883.5,54.2,0.856,2.7,5.45,4.5,2,0.122,7.177942912713617,7.177942912713617,2509.709301130524,wackestone
2481,6,A1 LM,NEWBY,2884.0,53.14,0.9229999999999999,1.3,4.35,4.5,2,0.11,8.375292821268824,8.375292821268824,2526.0092705167176,wackestone
2482,6,A1 LM,NEWBY,2884.5,52.7,0.961,0.9,3.45,4.3,2,0.098,9.141132414702502,9.141132414702502,2549.9660443995967,wackestone
2483,6,A1 LM,NEWBY,2885.0,51.93,0.946,0.7,3.65,4.1,2,0.085,8.830799004185627,8.830799004185627,2540.250906344411,wackestone
2491,3,B1 SH,NEWBY,2889.0,84.66,0.5670000000000001,0.2,30.2,3.1,1,0.968,3.6897759857015036,3.6897759857015036,1654.7028056112226,f_siltstone
2492,3,B1 SH,NEWBY,2889.5,76.48,0.574,0.8,24.4,3.4,1,0.935,3.749730022454835,3.749730022454835,1851.5064516129032,f_siltstone
2493,3,B1 SH,NEWBY,2890.0,69.35,0.595,-0.7,18.45,3.5,1,0.903,3.9355007545577743,3.9355007545577743,2033.832323733863,f_siltstone
2494,3,B1 SH,NEWBY,2890.5,63.07,0.63,7.7,10.55,3.9,1,0.871,4.265795188015927,4.265795188015927,2399.8560671722644,f_siltstone
2495,3,B1 SH,NEWBY,2891.0,59.01,0.675,7.8,9.3,4.0,1,0.8390000000000001,4.731512589614805,4.731512589614805,2445.8366594360086,f_siltstone
2496,3,B1 SH,NEWBY,2891.5,59.94,0.7190000000000001,8.8,8.0,4.1,1,0.8059999999999999,5.236004365857504,5.236004365857504,2505.7263157894736,f_siltstone
2497,3,B1 SH,NEWBY,2892.0,61.89,0.75,6.5,9.45,4.0,1,0.774,5.623413251903491,5.623413251903491,2423.720588235294,f_siltstone
2498,3,B1 SH,NEWBY,2892.5,63.84,0.763,6.0,10.1,3.8,1,0.742,5.79428696426881,5.79428696426881,2394.4255319148933,f_siltstone
2499,3,B1 SH,NEWBY,2893.0,65.13,0.76,6.8,10.7,3.8,1,0.71,5.7543993733715695,5.7543993733715695,2383.337339055794,f_siltstone
2500,3,B1 SH,NEWBY,2893.5,65.86,0.745,6.8,11.2,3.7,1,0.677,5.559042572704036,5.559042572704036,2365.6334763948494,f_siltstone
2501,3,B1 SH,NEWBY,2894.0,64.98,0.728,7.3,11.25,3.7,1,0.645,5.345643593969716,5.345643593969716,2369.964563106796,f_siltstone
2502,3,B1 SH,NEWBY,2894.5,63.13,0.713,6.7,11.25,3.6,1,0.613,5.1641636927207095,5.1641636927207095,2362.640032154341,f_siltstone
2503,3,B1 SH,NEWBY,2895.0,61.3,0.7020000000000001,6.7,10.65,3.6,1,0.581,5.035006087879049,5.035006087879049,2383.861897106109,f_siltstone
2504,3,B1 SH,NEWBY,2895.5,59.07,0.695,6.6,10.5,3.5,1,0.5479999999999999,4.954501908047901,4.954501908047901,2387.914989293362,f_siltstone
2505,3,B1 SH,NEWBY,2896.0,54.86,0.691,4.8,9.9,3.4,1,0.516,4.90907876152603,4.90907876152603,2386.027731092437,f_siltstone
2506,3,B1 SH,NEWBY,2896.5,52.06,0.688,3.1,9.45,3.2,1,0.484,4.875284901033862,4.875284901033862,2379.323374613003,f_siltstone
2521,3,B1 SH,NEWBY,2904.0,37.28,0.713,-3.7,13.05,4.0,1,0.01,5.1641636927207095,5.1641636927207095,2173.6655255544842,f_siltstone
2542,6,B1 LM,NEWBY,2914.5,32.48,0.769,-1.6,6.8,4.4,2,0.474,5.874893525297767,5.874893525297767,2402.7338582677166,wackestone
2543,6,B1 LM,NEWBY,2915.0,30.69,0.8059999999999999,-1.6,6.2,4.8,2,0.447,6.39734835482648,6.39734835482648,2422.2220472440945,wackestone
2544,6,B1 LM,NEWBY,2915.5,30.51,0.833,-0.5,5.45,4.8,2,0.42100000000000004,6.807693586937414,6.807693586937414,2462.794776119403,wackestone
2547,6,B1 LM,NEWBY,2917.0,32.09,0.8220000000000001,-1.4,6.4,4.7,2,0.342,6.637430704019089,6.637430704019089,2418.6159763313613,wackestone
2548,6,B1 LM,NEWBY,2917.5,32.14,0.79,-2.3,8.15,4.6,2,0.316,6.165950018614822,6.165950018614822,2349.1467741935485,wackestone
2555,6,B1 LM,NEWBY,2921.0,68.18,0.684,-2.3,8.35,4.1,2,0.132,4.830588020397728,4.830588020397728,2342.695161290322,wackestone
2556,6,B1 LM,NEWBY,2921.5,80.25,0.674,-0.6,7.3,3.9,2,0.105,4.720630412635906,4.720630412635906,2400.6367793240556,wackestone
2561,3,B2 SH,NEWBY,2924.0,84.51,0.545,1.3,19.65,3.2,1,1.0,3.5075187395256804,3.5075187395256804,2014.4591185410336,f_siltstone
2562,3,B2 SH,NEWBY,2924.5,85.03,0.521,4.3,25.15,3.1,1,0.889,3.318944575526104,3.318944575526104,1853.7086206896552,f_siltstone
2563,3,B2 SH,NEWBY,2925.0,87.36,0.5,7.2,28.7,3.1,1,0.778,3.1622776601683795,3.1622776601683795,1748.2181034482758,f_siltstone
2569,3,B2 SH,NEWBY,2928.0,71.24,0.545,5.1,20.15,3.6,1,0.111,3.5075187395256804,3.5075187395256804,2033.4650684931507,f_siltstone
2570,3,B2 SH,NEWBY,2928.5,66.7,0.605,6.7,21.15,3.9,1,0.01,4.027170343254591,4.027170343254591,2012.4792604501608,f_siltstone
2571,6,B2 LM,NEWBY,2929.0,66.7,0.605,6.7,21.15,3.9,2,1.0,4.027170343254591,4.027170343254591,2012.4792604501608,wackestone
2572,6,B2 LM,NEWBY,2929.5,59.42,0.6629999999999999,3.1,18.05,4.2,2,0.963,4.60256573581356,4.60256573581356,2086.444117647059,wackestone
2573,6,B2 LM,NEWBY,2930.0,49.0,0.713,-0.2,13.7,4.3,2,0.9259999999999999,5.1641636927207095,5.1641636927207095,2195.502395209581,wackestone
2574,6,B2 LM,NEWBY,2930.5,39.46,0.76,-0.9,10.25,4.6,2,0.889,5.7543993733715695,5.7543993733715695,2299.917096134787,wackestone
2575,9,B2 LM,NEWBY,2931.0,32.31,0.816,-4.2,10.3,4.7,2,0.852,6.546361740672749,6.546361740672749,2254.5003838771595,bafflestone
2576,9,B2 LM,NEWBY,2931.5,26.09,0.8859999999999999,-8.5,11.75,4.7,2,0.815,7.691304402866094,7.691304402866094,2152.3767281105993,bafflestone
2577,9,B2 LM,NEWBY,2932.0,22.37,0.96,-10.4,12.2,4.7,2,0.778,9.120108393559097,9.120108393559097,2113.7260869565216,bafflestone
2578,9,B2 LM,NEWBY,2932.5,19.97,1.01,-11.4,11.7,4.7,2,0.741,10.232929922807541,10.232929922807541,2115.311131059246,bafflestone
2579,9,B2 LM,NEWBY,2933.0,18.36,1.013,-11.1,10.25,4.9,2,0.7040000000000001,10.303861204416158,10.303861204416158,2162.3945544554454,bafflestone
2580,9,B2 LM,NEWBY,2933.5,16.5,0.9640000000000001,-8.2,7.7,5.0,2,0.667,9.204495717531715,9.204495717531715,2279.8571164510167,bafflestone
2581,9,B2 LM,NEWBY,2934.0,14.84,0.88,-5.0,5.7,5.0,2,0.63,7.5857757502918375,7.5857757502918375,2388.3571428571427,bafflestone
2582,9,B2 LM,NEWBY,2934.5,15.72,0.7859999999999999,-5.6,6.4,5.0,2,0.593,6.109420249055719,6.109420249055719,2357.6,bafflestone
2590,6,B2 LM,NEWBY,2938.5,19.39,0.531,-6.7,13.35,3.8,2,0.29600000000000004,3.3962527259040844,3.3962527259040844,2126.5634020618554,wackestone
2591,6,B2 LM,NEWBY,2939.0,24.34,0.585,-5.0,11.2,3.8,2,0.259,3.8459178204535354,3.8459178204535354,2215.5,wackestone
2592,6,B2 LM,NEWBY,2939.5,29.67,0.6459999999999999,-3.2,8.4,3.8,2,0.222,4.4258837236262645,4.4258837236262645,2328.5953488372093,wackestone
2593,6,B2 LM,NEWBY,2940.0,33.9,0.7090000000000001,-2.2,6.3,3.8,2,0.185,5.116818355403078,5.116818355403078,2410.2753424657535,wackestone
2594,6,B2 LM,NEWBY,2940.5,39.83,0.757,-1.5,4.95,3.9,2,0.14800000000000002,5.714786366718671,5.714786366718671,2464.314039408867,wackestone
2595,6,B2 LM,NEWBY,2941.0,44.94,0.794,-0.4,4.7,3.9,2,0.111,6.223002851691596,6.223002851691596,2488.917928286852,wackestone
2597,3,B3 SH,NEWBY,2942.0,57.21,0.779,3.8,8.5,3.6,1,1.0,6.011737374832781,6.011737374832781,2421.1199584199585,f_siltstone
2598,3,B3 SH,NEWBY,2942.5,60.19,0.732,3.8,9.0,3.5,1,0.9520000000000001,5.3951062251512765,5.3951062251512765,2403.9681912681917,f_siltstone
2599,3,B3 SH,NEWBY,2943.0,60.63,0.684,4.0,9.4,3.4,1,0.905,4.830588020397728,4.830588020397728,2392.8750000000005,f_siltstone
2600,3,B3 SH,NEWBY,2943.5,64.74,0.645,-2.3,14.75,3.2,1,0.857,4.4157044735331255,4.4157044735331255,2136.2435483870963,f_siltstone
2601,3,B3 SH,NEWBY,2944.0,72.79,0.623,-2.9,18.95,3.1,1,0.81,4.1975898399100755,4.1975898399100755,1994.4240524781342,f_siltstone
2602,3,B3 SH,NEWBY,2944.5,78.41,0.614,-1.7,22.15,3.0,1,0.762,4.111497211045222,4.111497211045222,1903.218436578171,f_siltstone
2603,3,B3 SH,NEWBY,2945.0,83.39,0.607,-0.9,21.65,3.1,1,0.7140000000000001,4.045758916974426,4.045758916974426,1927.0726957383547,f_siltstone
2604,3,B3 SH,NEWBY,2945.5,82.25,0.6,1.9,17.85,3.3,1,0.667,3.9810717055349722,3.9810717055349722,2080.89128440367,f_siltstone
2605,3,B3 SH,NEWBY,2946.0,75.88,0.5920000000000001,7.3,12.25,3.4,1,0.619,3.908408957924021,3.908408957924021,2334.365857605178,f_siltstone
2608,3,B3 SH,NEWBY,2947.5,65.41,0.59,3.9,11.45,3.3,1,0.47600000000000003,3.890451449942806,3.890451449942806,2321.16581685744,f_siltstone
2609,3,B3 SH,NEWBY,2948.0,64.93,0.588,3.3,10.65,3.3,1,0.429,3.872576449216172,3.872576449216172,2341.0063598759048,f_siltstone
2616,3,B3 SH,NEWBY,2951.5,77.23,0.537,10.0,13.9,3.4,1,0.095,3.443499307633385,3.443499307633385,2305.3333333333335,f_siltstone
2617,3,B3 SH,NEWBY,2952.0,72.51,0.5670000000000001,11.2,14.1,3.5,1,0.048,3.6897759857015036,3.6897759857015036,2310.8135135135135,f_siltstone
2618,3,B3 SH,NEWBY,2952.5,59.53,0.605,10.2,13.3,3.9,1,0.01,4.027170343254591,4.027170343254591,2329.547216035635,f_siltstone
2628,9,B3 LM,NEWBY,2957.5,51.02,0.5529999999999999,3.6,12.3,3.2,2,0.1,3.5727283815192883,3.5727283815192883,2288.3419087136926,bafflestone
2629,3,B4 SH,NEWBY,2958.0,59.94,0.5329999999999999,4.1,14.55,3.1,1,1.0,3.4119291162192846,3.4119291162192846,2216.972210636079,f_siltstone
2630,3,B4 SH,NEWBY,2958.5,66.64,0.521,5.9,14.85,3.0,1,0.95,3.318944575526104,3.318944575526104,2226.5742295430396,f_siltstone
2635,3,B4 SH,NEWBY,2961.0,66.19,0.569,3.1,10.35,3.2,1,0.7,3.7068072178257596,3.7068072178257596,2348.6732198142417,f_siltstone
2647,3,B4 SH,NEWBY,2967.0,76.67,0.605,7.8,13.5,3.4,1,0.1,4.027170343254591,4.027170343254591,2295.511279826464,f_siltstone
2648,3,B4 SH,NEWBY,2967.5,72.12,0.629,8.8,15.1,3.6,1,0.05,4.2559841313374305,4.2559841313374305,2248.8184210526315,f_siltstone
2653,6,B4 LM,NEWBY,2970.0,34.66,0.757,1.5,7.75,4.7,2,0.6920000000000001,5.714786366718671,5.714786366718671,2415.1053299492387,wackestone
2654,6,B4 LM,NEWBY,2970.5,36.28,0.7659999999999999,2.6,6.4,4.8,2,0.615,5.834451042737446,5.834451042737446,2476.0622176591373,wackestone
2655,6,B4 LM,NEWBY,2971.0,34.45,0.753,2.9,5.75,4.5,2,0.5379999999999999,5.662392890382533,5.662392890382533,2502.4329042224513,wackestone
2656,6,B4 LM,NEWBY,2971.5,30.67,0.72,2.7,6.25,4.3,2,0.462,5.248074602497725,5.248074602497725,2482.576721479959,wackestone
2659,6,B4 LM,NEWBY,2973.0,25.2,0.55,4.9,6.65,3.8,2,0.231,3.548133892335755,3.548133892335755,2500.092902208202,wackestone
2660,6,B4 LM,NEWBY,2973.5,29.99,0.5,5.3,7.25,3.5,2,0.154,3.1622776601683795,3.1622776601683795,2484.8100844772966,wackestone
2664,3,B5 SH,NEWBY,2975.5,68.77,0.389,9.4,19.0,2.9,1,0.846,2.4490632418447453,2.4490632418447453,2113.04701986755,f_siltstone
2665,3,B5 SH,NEWBY,2976.0,80.03,0.373,9.8,20.6,2.9,1,0.769,2.360478233180577,2.360478233180577,2058.041463414634,f_siltstone
2666,3,B5 SH,NEWBY,2976.5,84.28,0.358,9.0,21.8,3.0,1,0.6920000000000001,2.280342072000418,2.280342072000418,2007.9505494505495,f_siltstone
2667,3,B5 SH,NEWBY,2977.0,85.4,0.34600000000000003,11.2,20.9,3.1,1,0.615,2.2181964198002193,2.2181964198002193,2058.110810810811,f_siltstone
2668,3,B5 SH,NEWBY,2977.5,88.92,0.33799999999999997,12.6,19.9,3.3,1,0.5379999999999999,2.1777097723531584,2.1777097723531584,2106.5270022883296,f_siltstone
2669,3,B5 SH,NEWBY,2978.0,89.45,0.336,13.2,19.8,3.3,1,0.462,2.1677041048196948,2.1677041048196948,2115.0350230414747,f_siltstone
2670,3,B5 SH,NEWBY,2978.5,90.91,0.342,12.9,20.05,3.3,1,0.385,2.197859872784825,2.197859872784825,2103.2059127439725,f_siltstone
2671,3,B5 SH,NEWBY,2979.0,97.24,0.35600000000000004,14.2,20.1,3.4,1,0.308,2.2698648518838223,2.2698648518838223,2111.223076923077,f_siltstone
2672,3,B5 SH,NEWBY,2979.5,100.16,0.382,13.0,21.7,3.5,1,0.231,2.409905428686595,2.409905428686595,2041.3965517241381,f_siltstone
2673,3,B5 SH,NEWBY,2980.0,100.42,0.42,13.8,23.0,3.5,1,0.154,2.6302679918953817,2.6302679918953817,1997.189559164733,f_siltstone
2674,3,B5 SH,NEWBY,2980.5,94.18,0.46399999999999997,11.8,22.9,3.5,1,0.077,2.910717118066605,2.910717118066605,1987.8972789115646,f_siltstone
2675,3,B5 SH,NEWBY,2981.0,94.18,0.46399999999999997,11.8,22.9,3.5,1,0.077,2.910717118066605,2.910717118066605,1987.8972789115646,f_siltstone
2681,6,B5 LM,NEWBY,2984.0,34.97,0.866,2.9,6.95,4.7,2,0.884,7.345138681571149,7.345138681571149,2461.6502059732234,wackestone
2682,6,B5 LM,NEWBY,2984.5,37.31,0.917,2.8,6.2,4.6,2,0.86,8.260379495771788,8.260379495771788,2485.706172839506,wackestone
2688,6,B5 LM,NEWBY,2987.5,30.25,0.894,-0.4,3.3,4.9,2,0.721,7.834296427662118,7.834296427662118,2534.933864541833,wackestone
2689,6,B5 LM,NEWBY,2988.0,31.22,0.846,-1.4,5.5,4.9,2,0.698,7.014552984199712,7.014552984199712,2447.9059171597632,wackestone
2690,6,B5 LM,NEWBY,2988.5,34.06,0.78,-1.9,7.95,4.8,2,0.674,6.025595860743578,6.025595860743578,2361.191707556428,wackestone
2691,6,B5 LM,NEWBY,2989.0,35.49,0.7040000000000001,-2.8,9.8,4.8,2,0.6509999999999999,5.058246620031142,5.058246620031142,2289.208560311284,wackestone
2692,6,B5 LM,NEWBY,2989.5,36.73,0.617,-3.2,10.7,4.9,2,0.628,4.139996748197304,4.139996748197304,2255.0488372093023,wackestone
2693,9,B5 LM,NEWBY,2990.0,37.54,0.542,-4.8,12.2,4.8,2,0.605,3.483373150360118,3.483373150360118,2186.6396946564887,bafflestone
2694,9,B5 LM,NEWBY,2990.5,35.97,0.48,-5.7,14.35,4.7,2,0.581,3.019951720402016,3.019951720402016,2107.9367549668877,bafflestone
2695,9,B5 LM,NEWBY,2991.0,35.91,0.433,-6.2,16.4,4.7,2,0.5579999999999999,2.710191631890843,2.710191631890843,2038.095480225989,bafflestone
2696,9,B5 LM,NEWBY,2991.5,36.21,0.396,-7.0,17.3,4.7,2,0.535,2.488857318282391,2.488857318282391,2000.9485981308412,bafflestone
2697,9,B5 LM,NEWBY,2992.0,34.79,0.371,-7.1,17.45,4.6,2,0.512,2.3496328208483073,2.3496328208483073,1995.1749299719886,bafflestone
2698,9,B5 LM,NEWBY,2992.5,34.92,0.358,-7.1,17.75,4.6,2,0.488,2.280342072000418,2.280342072000418,1985.9312324929972,bafflestone
2699,9,B5 LM,NEWBY,2993.0,35.83,0.358,-6.2,17.6,4.6,2,0.465,2.280342072000418,2.280342072000418,2000.8073446327685,bafflestone
2700,9,B5 LM,NEWBY,2993.5,35.65,0.36700000000000005,-4.9,16.65,4.6,2,0.442,2.328091257665008,2.328091257665008,2045.3654432793137,bafflestone
2701,9,B5 LM,NEWBY,2994.0,37.74,0.375,-5.3,15.95,4.6,2,0.419,2.371373705661655,2.371373705661655,2062.69245014245,bafflestone
2702,9,B5 LM,NEWBY,2994.5,41.79,0.377,-5.0,14.9,4.5,2,0.395,2.38231946935869,2.38231946935869,2099.214285714286,bafflestone
2703,9,B5 LM,NEWBY,2995.0,46.41,0.369,-5.1,14.35,4.5,2,0.37200000000000005,2.338837238659355,2.338837238659355,2115.279115128449,bafflestone
2704,9,B5 LM,NEWBY,2995.5,51.44,0.35600000000000004,-6.1,14.95,4.5,2,0.349,2.2698648518838223,2.2698648518838223,2084.3641376060323,bafflestone
2705,9,B5 LM,NEWBY,2996.0,54.21,0.344,-5.8,16.1,4.5,2,0.326,2.2080047330188997,2.2080047330188997,2052.1260869565217,bafflestone
2706,9,B5 LM,NEWBY,2996.5,52.96,0.34,-5.3,17.45,4.6,2,0.302,2.1877616239495525,2.1877616239495525,2015.6839031339032,bafflestone
2707,9,B5 LM,NEWBY,2997.0,50.39,0.34600000000000003,-4.2,18.3,4.6,2,0.27899999999999997,2.2181964198002193,2.2181964198002193,2001.1414587332051,bafflestone
2708,9,B5 LM,NEWBY,2997.5,50.0,0.36,-3.7,17.55,4.6,2,0.256,2.290867652767773,2.290867652767773,2030.4639826422372,bafflestone
2709,9,B5 LM,NEWBY,2998.0,60.82,0.384,-3.8,15.2,4.7,2,0.233,2.4210290467361784,2.4210290467361784,2104.0630057803464,bafflestone
2710,9,B5 LM,NEWBY,2998.5,99.31,0.418,-3.4,11.6,4.6,2,0.209,2.618183008218985,2.618183008218985,2223.6872340425534,bafflestone
2711,6,B5 LM,NEWBY,2999.0,166.94,0.46399999999999997,-2.5,8.25,4.6,2,0.18600000000000003,2.910717118066605,2.910717118066605,2343.140243902439,wackestone
2712,6,B5 LM,NEWBY,2999.5,235.25,0.526,-0.1,5.85,4.6,2,0.163,3.3573761424295467,3.3573761424295467,2455.4928571428572,wackestone
2713,6,B5 LM,NEWBY,3000.0,285.47,0.599,3.0,4.6,4.4,2,0.14,3.971915494694403,3.971915494694403,2543.0051546391755,wackestone
2714,6,B5 LM,NEWBY,3000.5,305.87,0.6659999999999999,4.4,4.8,4.3,2,0.11599999999999999,4.634469197362879,4.634469197362879,2556.9096234309623,wackestone
2715,6,B5 LM,NEWBY,3001.0,291.37,0.703,4.9,5.05,4.2,2,0.09300000000000001,5.046612975635283,5.046612975635283,2555.613406940063,wackestone
2716,6,B5 LM,NEWBY,3001.5,252.41,0.7,4.2,5.9,3.9,2,0.07,5.011872336272722,5.011872336272722,2516.064091858038,wackestone
2719,3,C SH,NEWBY,3003.0,136.52,0.594,2.5,17.75,3.4,1,1.0,3.926449353995998,3.926449353995998,2090.4807692307695,f_siltstone
2720,3,C SH,NEWBY,3003.5,108.53,0.561,6.2,20.7,3.3,1,0.976,3.6391503612720717,3.6391503612720717,2024.0484008528783,f_siltstone
2721,3,C SH,NEWBY,3004.0,89.16,0.5329999999999999,10.4,19.6,3.4,1,0.951,3.4119291162192846,3.4119291162192846,2099.725,f_siltstone
2722,3,C SH,NEWBY,3004.5,80.39,0.513,13.5,18.25,3.5,1,0.927,3.2583670100200877,3.2583670100200877,2176.507225433526,f_siltstone
2723,3,C SH,NEWBY,3005.0,78.07,0.501,14.3,18.05,3.6,1,0.902,3.169567463043491,3.169567463043491,2190.9091598599766,f_siltstone
2724,3,C SH,NEWBY,3005.5,76.31,0.496,13.7,18.35,3.6,1,0.878,3.1332857243155856,3.1332857243155856,2174.3698146002316,f_siltstone
2725,3,C SH,NEWBY,3006.0,72.35,0.49700000000000005,13.2,18.6,3.7,1,0.8540000000000001,3.140508693876218,3.140508693876218,2160.6571428571424,f_siltstone
2726,3,C SH,NEWBY,3006.5,74.77,0.504,11.8,19.3,3.7,1,0.8290000000000001,3.1915378551007616,3.1915378551007616,2122.591156462585,f_siltstone
2727,3,C SH,NEWBY,3007.0,75.05,0.515,11.5,19.55,3.8,1,0.805,3.273406948788382,3.273406948788382,2110.7669491525426,f_siltstone
2728,3,C SH,NEWBY,3007.5,71.98,0.529,10.5,19.35,3.8,1,0.78,3.3806483620598162,3.3806483620598162,2109.786312849162,f_siltstone
2729,3,C SH,NEWBY,3008.0,71.05,0.542,10.4,17.9,3.7,1,0.7559999999999999,3.483373150360118,3.483373150360118,2162.3366071428572,f_siltstone
2730,3,C SH,NEWBY,3008.5,68.96,0.5489999999999999,10.7,15.75,3.7,1,0.732,3.5399734108343464,3.5399734108343464,2244.5231243001117,f_siltstone
2762,6,C LM,NEWBY,3024.5,19.57,0.9159999999999999,0.6,7.0,4.5,2,0.978,8.241381150130021,8.241381150130021,2427.5056338028166,wackestone
2763,6,C LM,NEWBY,3025.0,17.32,0.9159999999999999,0.4,7.0,4.3,2,0.966,8.241381150130021,8.241381150130021,2424.672289156627,wackestone
2764,6,C LM,NEWBY,3025.5,17.09,0.8909999999999999,0.2,6.1,4.1,2,0.955,7.780365510398038,7.780365510398038,2451.5965931863725,wackestone
2765,6,C LM,NEWBY,3026.0,19.53,0.856,-0.1,5.75,3.9,2,0.9440000000000001,7.177942912713617,7.177942912713617,2458.7895604395603,wackestone
2766,6,C LM,NEWBY,3026.5,25.62,0.826,0.7,6.25,3.7,2,0.9329999999999999,6.698846094165264,6.698846094165264,2453.846072507553,wackestone
2767,6,C LM,NEWBY,3027.0,33.05,0.8079999999999999,2.5,7.85,3.5,2,0.9209999999999999,6.426877173170196,6.426877173170196,2425.5576923076924,wackestone
2768,6,C LM,NEWBY,3027.5,42.69,0.7959999999999999,5.2,9.9,3.4,2,0.91,6.251726927756857,6.251726927756857,2391.1797468354434,wackestone
2769,6,C LM,NEWBY,3028.0,47.37,0.7859999999999999,6.1,10.75,3.4,2,0.899,6.109420249055719,6.109420249055719,2372.8544728434504,wackestone
2770,6,C LM,NEWBY,3028.5,47.9,0.7809999999999999,6.0,9.9,3.5,2,0.888,6.039486293763797,6.039486293763797,2401.446808510638,wackestone
2771,6,C LM,NEWBY,3029.0,45.19,0.787,4.5,8.95,3.6,2,0.8759999999999999,6.123503917247735,6.123503917247735,2414.9829842931936,wackestone
